Dataset,SiteCode,SiteCode_rev,Core_site,GPS_match,Old_RLS_SiteCode,SiteName,SiteName_rev,SiteLatitude,SiteLongitude,SiteLatitude_rev,SiteLongitude_rev,LocationName,Loc_new,MPA,Country,State,Ecoregion,Province,Realm,Zone name,NEOLI Total,No-take,Effectiveness_NEOLI,Isolation_NEOLI,area,Age,Zone,Effectiveness,No take multizoned, year of protection, area (km2), perimeter length (km), offshore extent (km),Distance to boundary (km),Artificial habitat,Isolation,WaveExposure,Relief,Slope,Currents,Measured,Estuary
RLS,NCMP-S20,NCMP-S20,core ATRC,3920,,Bunkers Offshore,Bunkers Offshore,-33.52872,115.02141,-33.52872,115.02141,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-1.06,,,,,,,0,0
ATRC,3905,NCMP-S5,core ATRC,,3905,"Cape Naturalist Island, Bommie","Cape Naturalist Island, Bommie",-33.52877,115.00561,-33.52877,115.00561,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Cape Naturaliste),,,,,,,Sanctuary Zone (Cape Naturaliste),,No take multizoned,2012,10.6,,,0.2,,1,,,,,0,0
RLS,NCMP-S5,NCMP-S5,core ATRC,,,"Cape Naturalist Island, Bommie","Cape Naturalist Island, Bommie",-33.52877,115.00561,-33.52877,115.00561,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Cape Naturaliste),,,,,,,Sanctuary Zone (Cape Naturaliste),High,No take multizoned,2012,9.84,,,0.35,,1,,,,,0,0
RLS,SYD62,SYD62,,,,Bouddi â€“ Maitland Bay,Bouddi â€“ Maitland Bay,-33.52987,151.3943,-33.52987,151.3943,Sydney,NSW - Central,Bouddi Marine Park,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Marine Park,,,,,,,,Low,No take,1973,2.63,,,0.29,,1,,,,,0,0
ATRC,3902,NCMP-S2,core ATRC,,3902,"Cape Naturalist East, 5m","Cape Naturalist East, 5m",-33.53043,115.01975,-33.53043,115.01975,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,,,Restricted take multizoned,2012,1089.7,,,-0.96,,,,,,,0,0
RLS,NCMP-S2,NCMP-S2,core ATRC,,,"Cape Naturalist East, 5m","Cape Naturalist East, 5m",-33.53043,115.01975,-33.53043,115.01975,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-0.96,,,,,,,0,0
ATRC,3904,NCMP-S4,core ATRC,,3904,Cape Naturalist West,Cape Naturalist West,-33.53135,115.00146,-33.53135,115.00146,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Cape Naturalist),,,,,,,Sanctuary Zone (Cape Naturalist),,No take multizoned,2012,9.84,,,0.8,,1,,,,,0,0
RLS,NCMP-S4,NCMP-S4,core ATRC,,,Cape Naturalist West,Cape Naturalist West,-33.53135,115.00146,-33.53135,115.00146,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Cape Naturalist),,,,,,,Sanctuary Zone (Cape Naturalist),High,No take multizoned,2012,9.84,,,0.8,,1,,,,,0,0
RLS,WA21,WA21,,,,Bunker Bay,Bunker Bay,-33.53314,115.02687,-33.53314,115.02687,Geographe Bay,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-1.73,,,,,,,0,0
ATRC,3903,NCMP-S3,core ATRC,,3903,Bunker Bay (WA),Bunker Bay (WA),-33.53314,115.02687,-33.53314,115.02687,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,,Restricted take multizoned,2012,1089.7,,,-1.73,,,,,,,0,0
RLS,NCMP-S3,NCMP-S3,core ATRC,,,Bunker Bay (WA),Bunker Bay (WA),-33.53314,115.02687,-33.53314,115.02687,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-1.73,,,,,,,0,0
RLS,WA20,WA20,,,,Skippy Rock,Skippy Rock,-33.54941,115.06985,-33.54941,115.06985,Geographe Bay,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-0.88,,,,,,,0,0
RLS,WA19,WA19,,,,Eagle Bay Bommie,Eagle Bay Bommie,-33.55847,115.076,-33.55847,115.076,Geographe Bay,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Eagle Bay),,,,,,,Sanctuary Zone (Eagle Bay),High,No take multizoned,2012,9.18,,,0.16,,1,,,,,0,0
RLS,SYD57,SYD57,,,,Dragon Alley,Dragon Alley,-33.57888,151.3315,-33.57888,151.3315,Sydney,NSW - Central,Barrenjoey Head Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Aquatic Reserve,,,,0,,,Aquatic Reserve,Low,Restricted take,2002,0.29,,,-0.04,,,,,,,0,0
ATRC,3822,EYR70,,,3822,Waldegrave Island,Waldegrave Island,-33.59197,134.75929,-33.59197,134.75929,Eyre Peninsula,Eyre Peninsula,,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,WA18,WA18,,,,Coral Gardens 2,Coral Gardens 2,-33.59231,115.23128,-33.59231,115.23128,Geographe Bay,Geographe Bay,Geographe Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Habitat Protection Zone,,,,,,,Habitat Protection Zone,High,Restricted take multizoned,2018,976,,,,,,,,,,0,0
RLS,WA97,WA97,,,,Devil's Lair,Devil's Lair,-33.5932,115.21145,-33.5932,115.21145,Geographe Bay,Geographe Bay,Geographe Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Habitat Protection Zone,,,,,,,Habitat Protection Zone,High,Restricted take multizoned,2018,976,,,,,,,,,,0,0
RLS,WA99,WA99,,,,Hippo Creek,Hippo Creek,-33.59339,115.1967,-33.59339,115.1967,Geographe Bay,Geographe Bay,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone ,,,,,,,General Use Zone ,High,Restricted take multizoned,2012,1089.7,,,-1.42,,,,,,,0,0
RLS,WA98,WA98,,,,Squiggly Reef,Squiggly Reef,-33.59486,115.24425,-33.59486,115.24425,Geographe Bay,Geographe Bay,Geographe Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Multiple Use Zone,,,,,,,Multiple Use Zone,High,Restricted take multizoned,2018,976,,,,,,,,,,0,0
RLS,SYD59,SYD59,,,,The Ovens,The Ovens,-33.6178,151.34,-33.6178,151.34,Sydney,NSW - Central,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,WA17,WA17,,,,Busselton Jetty,Busselton Jetty,-33.63055,115.33823,-33.63055,115.33823,Geographe Bay,Geographe Bay,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Busselton Jetty Sanctuary Zone,,,,,,,Sanctuary zone (Busselton Jetty),High,No take multizoned,2012,0.01,,,0.05,Jetty,1,,,,,0,0
RLS,WA16,WA16,,,,Busselton Jetty  Shore end,Busselton Jetty  Shore end,-33.64366,115.34392,-33.64366,115.34392,Geographe Bay,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-1.57,Jetty,,,,,,0,0
RLS,WA14,WA14,,,,Honeycomb Rocks,Honeycomb Rocks,-33.66845,114.99854,-33.66845,114.99854,Geographe Bay,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-1.4,,,,,,,0,0
ATRC,3919,NCMP-S19,core ATRC,,3919,Canal Rocks,Canal Rocks,-33.66926,114.9935,-33.66926,114.9935,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-0.6,,,,,,,0,0
RLS,NCMP-S19,NCMP-S19,core ATRC,,,Canal Rocks,Canal Rocks,-33.66926,114.9935,-33.66926,114.9935,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-0.6,,,,,,,0,0
RLS,WA15,WA15,,,,Canal Rocks,Canal Rocks East,-33.66929,114.99599,-33.66929,114.99599,Geographe Bay,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,General Use Zone,,,,,,,General Use Zone,High,Restricted take multizoned,2012,1089.7,,,-1.2,,,,,,,0,0
RLS,EYR48,EYR48,,,,Flinders Island North,Flinders Island North,-33.67553,134.51647,-33.67553,134.51647,Eyre Peninsular,Eyre Peninsula,Investigator MP,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,Habitat Protection Zone,,,,,,,Habitat Protection Zone 4,High,Restricted take multizoned,2014,385,,,,,,,,,,0,0
ATRC,3909,NCMP-S9,core ATRC,,3909,Wyadup,Wyadup,-33.67678,114.9939,-33.67678,114.9939,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Wyadup),,,,,,,Sanctuary Zone (Wyadup),,No take multizoned,2012,0.21,,,0.1,,1,,,,,0,0
RLS,NCMP-S9,NCMP-S9,core ATRC,,,Wyadup,Wyadup,-33.67678,114.9939,-33.67678,114.9939,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Wyadup),,,,,,,Sanctuary Zone (Wyadup),High,No take multizoned,2012,0.21,,,0.1,,1,,,,,0,0
RLS,EYR32,EYR32,,,,Flinders Island anchorage,Flinders Island anchorage,-33.68436,134.48677,-33.68436,134.48677,SA (other),Eyre Peninsula,Investigator MP,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,Habitat Protection Zone,,,,,,,Habitat Protection Zone 4,High,Restricted take multizoned,2014,385,,,,,,,,,,0,0
RLS,EYR25,EYR25,,,,Flinders Island NW reef,Flinders Island NW reef,-33.68615,134.46529,-33.68615,134.46529,SA (other),Eyre Peninsula,Investigator MP,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,Habitat Protection Zone,,,,,,,Habitat Protection Zone 4,High,Restricted take multizoned,2014,385,,,,,,,,,,0,0
RLS,EYR26,EYR26,,,,Flinders Island NW point,Flinders Island NW point,-33.68935,134.47376,-33.68935,134.47376,SA (other),Eyre Peninsula,Investigator MP,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,Habitat Protection Zone,,,,,,,Habitat Protection Zone 4,High,Restricted take multizoned,2014,385,,,,,,,,,,0,0
ATRC,3907,NCMP-S7,core ATRC,,3907,Cape Clairault,Cape Clairault,-33.6974,114.97425,-33.6974,114.97425,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Injidup),,,,,,,Sanctuary Zone (Injidup),,No take multizoned,2012,18.25,,,0.09,,1,,,,,0,0
RLS,NCMP-S7,NCMP-S7,core ATRC,,,Cape Clairault,Cape Clairault,-33.6974,114.97425,-33.6974,114.97425,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Injidup),,,,,,,Sanctuary Zone (Injidup),High,No take multizoned,2012,18.25,,,0.09,,1,,,,,0,0
ATRC,3908,NCMP-S8,core ATRC,,3908,Cape Clairault North East,Cape Clairault North East,-33.69809,114.97965,-33.69809,114.97965,The Capes WA,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Injidup),,,,,,,Sanctuary Zone (Injidup),,No take multizoned,2012,18.25,,,0.6,,1,,,,,0,0
RLS,NCMP-S8,NCMP-S8,core ATRC,,,Cape Clairault North East,Cape Clairault North East,-33.69809,114.97965,-33.69809,114.97965,Ngari Capes Marine Park,Ngari Capes,Ngari Capes Marine Park,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone (Injidup),,,,,,,Sanctuary Zone (Injidup),High,No take multizoned,2012,18.25,,,0.6,,1,,,,,0,0
ATRC,3820,EYR69,,,3820,Topgallant Island,Topgallant Island,-33.71548,134.62463,-33.71548,134.62463,Eyre Peninsula,Eyre Peninsula,Investigator MP,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,Sanctuary Zone,,,,,,,Top-Gallant Isles Sanctuary Zone 1,High,No take multizoned,2014,25,,,1.35,,4,,,,,0,0
ATRC,3821,EYR68,,,3821,Flinders Island,Flinders Island,-33.71843,134.54825,-33.71843,134.54825,Eyre Peninsula,Eyre Peninsula,Investigator MP,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,Habitat Protection Zone,,,,,,,Habitat Protection Zone 4,High,Restricted take multizoned,2014,385,,,,,,,,,,0,0
ATRC,4504,NSG22,,,4504,Lucky Bay Offshore,Lucky Bay Offshore,-33.73387,137.1348,-33.73387,137.1348,Upper Spencer Gulf,Upper Spencer Gulf,Franklin Harbour Marine Park,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,General Use Area,,,,,,,General Use Area,High,Restricted take multizoned,2014,144,,,,,,,,,,0,0
RLS,SYD56,SYD56,,,,Long Reef Basin,Long Reef Basin,-33.73524,151.30736,-33.73524,151.30736,Sydney,Sydney,Long Reef Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Aquatic Reserve,,,,0,,,Aquatic Reserve,High,Restricted take,1980,0.76,,,,,,,,,,0,0
ATRC,4505,NSG21,,,4505,Bokos Reef,Bokos Reef,-33.75762,137.03617,-33.75762,137.03617,Upper Spencer Gulf,Upper Spencer Gulf,Franklin Harbour Marine Park,Australia,South Australia,South Australian Gulfs,Southwest Australian Shelf,Temperate Australasia,General Use Area,,,,,,,General Use Area,High,Restricted take multizoned,2014,144,,,,,,,,,,0,0
RLS,SYD54,SYD54,,,,Freshwater north,Freshwater north,-33.78066,151.29599,-33.78066,151.29599,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD53,SYD53,,,,Freshwater,Freshwater,-33.78242,151.29447,-33.78242,151.29447,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD52,SYD52,,,,Shelley Beach North,Shelley Beach North,-33.79927,151.29616,-33.79927,151.29616,Sydney,Sydney,Cabbage Tree Bay Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Reserve,2,1,1,0,0,0,Reserve,High,No take,2002,0.2,2.43,0.23,0.14,,1,,,,,0,0
RLS,SYD51,SYD51,,,,Fairy Bower,Fairy Bower,-33.79961,151.29308,-33.79961,151.29308,Sydney,Sydney,Cabbage Tree Bay Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Reserve,2,1,1,0,0,0,Reserve,High,No take,2002,0.2,2.43,0.23,0.16,,1,,,,,0,0
RLS,SYD50,SYD50,,,,Shelly Beach,Shelly Beach,-33.80047,151.29531,-33.80047,151.29531,Sydney,Sydney,Cabbage Tree Bay Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Reserve,2,1,1,0,0,0,Reserve,High,No take,2002,0.2,2.43,0.23,0.26,,1,,,,,0,0
RLS,SYD49,SYD49,,,,Fairlight,Fairlight,-33.80097,151.27415,-33.80097,151.27415,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-0.48,,,1,2,2,1,1,0
RLS,SYD48,SYD48,,,,Fairlight Point,Fairlight Point,-33.801,151.27574,-33.801,151.27574,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-0.53,,,1,2,2,1,1,0
RLS,SYD47,SYD47,,,,BLUE FISH POINT - NORTH HEAD SYDNEY,BLUE FISH POINT - NORTH HEAD SYDNEY,-33.80646,151.30526,-33.80646,151.30526,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-0.9,,,,,,,0,0
RLS,SYD46,SYD46,,,,Little Manly Bay,Little Manly Bay,-33.8085,151.2845,-33.8085,151.2845,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-0.06,,,,,,,0,0
RLS,SYD45,SYD45,,,,Dobroyd Head,Dobroyd Head,-33.81322,151.27238,-33.81322,151.27238,Sydney,Sydney,North Sydney Harbour Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Reserve,2,0,1,0,0,1,Reserve,High,Restricted take,1982,2.6,8.73,1.17,-0.62,,,,,,,0,0
RLS,SYD44,SYD44,,,,Quarantine Jetty,Quarantine Jetty,-33.81484,151.28466,-33.81484,151.28466,Sydney,Sydney,North Sydney Harbour Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Reserve,2,0,1,0,0,1,Reserve,High,Restricted take,1982,2.6,8.73,1.17,-0.64,,,,,,,0,0
RLS,SYD11,SYD11,,,,Barmoral Bay,Barmoral Bay,-33.81729,151.25331,-33.81729,151.25331,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-0.88,,,,,,,0,0
RLS,SYD42,SYD42,,,,Inside North Head,Inside North Head,-33.81802,151.28518,-33.81802,151.28518,Sydney,Sydney,North Sydney Harbour Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Reserve,2,0,1,0,0,1,Reserve,High,Restricted take,1982,2.6,8.73,1.17,-0.22,,,,,,,0,0
RLS,SYD43,SYD43,,,,Grotto Point Lighthouse,Grotto Point Lighthouse,-33.81848,151.26069,-33.81848,151.26069,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-0.22,,,,,,,0,0
RLS,SYD41,SYD41,,,,Old Mans Hat,Old Mans Hat,-33.8214,151.2903,-33.8214,151.2903,Sydney,Sydney,North Sydney Harbour Aquatic Reserve,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,Aquatic Reserve,,,,,,,Aquatic Reserve,High,Restricted take,1982,2.6,8.73,1.17,-0.41,,,,,,,0,0
RLS,SYD40,SYD40,,,,Middle Head North East,Middle Head North East,-33.8234,151.26768,-33.8234,151.26768,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-0.55,,,,,,,0,0
RLS,SYD39,SYD39,,,,The Blocks,The Blocks,-33.8241,151.2972,-33.8241,151.2972,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD38,SYD38,,,,Middle Head Sth,Middle Head Sth,-33.82827,151.26574,-33.82827,151.26574,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-1.36,,,,,,,0,0
RLS,SYD37,SYD37,,,,Middle Head Sth 2,Middle Head Sth 2,-33.83036,151.26378,-33.83036,151.26378,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-1.56,,,2,2,3,1,1,0
RLS,SYD36,SYD36,,,,Inside South Head,Inside South Head,-33.83304,151.27898,-33.83304,151.27898,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,-1.49,,,,,,,0,0
RLS,SYD10,SYD10,,,,Georges Head,Georges Head,-33.83785,151.26139,-33.83785,151.26139,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD35,SYD35,,,,Camp Cove NE,Camp Cove NE,-33.8388,151.27905,-33.8388,151.27905,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD34,SYD34,,,,Camp Cove middle reef,Camp Cove middle reef,-33.83931,151.27774,-33.83931,151.27774,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD33,SYD33,,,,Chowder Bay,Chowder Bay Jetty,-33.8395,151.25459,-33.8395,151.25459,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD32,SYD32,,,,Clifton Gardens Wharf,Clifton Gardens Wharf,-33.83975,151.2535,-33.83975,151.2535,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD31,SYD31,,,,Green Point Camp Cove,Green Point Camp Cove,-33.84011,151.27749,-33.84011,151.27749,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,1,2,1,1,0
RLS,SYD30,SYD30,,,,Chowder Bay,Chowder Bay,-33.84166,151.25397,-33.84166,151.25397,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,1,2,1,1,0
RLS,SYD29,SYD29,,,,The Gap,The Gap,-33.84282,151.28584,-33.84282,151.28584,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,SYD7,SYD7,,,,Berrys Bay Point,Berrys Bay Point,-33.84819,151.19383,-33.84819,151.19383,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,2,3,1,1,0
RLS,SYD28,SYD28,,,,Neilsen Park East,Neilsen Park East,-33.8497,151.26734,-33.8497,151.26734,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,WA108,WA108,,,,Daw Island bay east,Daw Island bay east,-33.85122,124.13531,-33.85122,124.13531,Southern Western Australia,Recherche,,Australia,Western Australia,Great Australian Bight,Southwest Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,3,2,3,1,1,0
RLS,SYD4,SYD4,,,,Bradleys Heads,Bradleys Heads,-33.85133,151.24823,-33.85133,151.24823,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,2,3,1,1,0
RLS,SYD1,SYD1,,,,Kiribilly House,Kiribilly House,-33.85186,151.21997,-33.85186,151.21997,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,2,2,1,1,0
RLS,WA106,WA106,,,,Daw Island west entrance,Daw Island west entrance,-33.85195,124.12648,-33.85195,124.12648,Southern Western Australia,Recherche,,Australia,Western Australia,Great Australian Bight,Southwest Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,3,2,3,1,1,0
RLS,SYD9,SYD9,,,,Neilson Bay,Neilson Bay,-33.85205,151.26396,-33.85205,151.26396,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,1,2,1,1,0
RLS,WA13,WA13,,,,Tanker Jetty  Esperance,Tanker Jetty  Esperance,-33.85261,121.90215,-33.85261,121.90215,Western Australia (other),Recherche,,Australia,Western Australia,Leeuwin,Southwest Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,,,,,0,0
RLS,WA107,WA107,,,,Daw Island bay west,Daw Island bay west,-33.85422,124.13017,-33.85422,124.13017,Southern Western Australia,Recherche,,Australia,Western Australia,Great Australian Bight,Southwest Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,3,2,2,1,1,0
RLS,SYD2,SYD2,,,,Fort Denison,Fort Denison,-33.85529,151.22484,-33.85529,151.22484,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,2,3,1,1,0
RLS,SYD6,SYD6,,,,Steel Point,Steel Point,-33.85595,151.26602,-33.85595,151.26602,Sydney,Sydney,,Australia,New South Wales,Manning-Hawkesbury,East Central Australian Shelf,Temperate Australasia,,,,,,,,,,Fishing,,,,,,,,1,1,2,1,1,0
